id_site,nom,region,ville_commune,type_activite,sous_types_tags,latitude,longitude,adresse_ou_description_localisation,difficulte,duree_typique_visite,prix_approximatif_ar,prix_approximatif_eur,saison_recommandee,note_moyenne,nombre_avis,source_note,lien_page,description_courte,acces_transport,contraintes,cluster
329,Chute de la Lily (zone pique-nique),Itasy,Arivonimamo,Nature et parcs nationaux,Zone pique-nique cascade,-19.0333,46.8,Zone pique-nique Lily,Facile,1.5,5000,1.0,Avril à novembre,4.4,110,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/lily-falls,Espace aménagé pour pique-nique près de la chute,Voiture + courte marche,Sentier glissant,2
330,Massif Tsaratanana (zone faune),Betsiboka,Bealanana,Observation animalière,"Lémuriens, Oiseaux de montagne",-16.7833,47.65,Zone faune Tsaratanana,Difficile,,40000,8.0,Avril à novembre,4.8,50,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/tsaratanana-fauna,Zone riche en faune endémique de haute altitude,Expédition guidée,Altitude élevée,4
331,Pic Saint-Louis (zone coucher soleil),Anosy,Taolagnaro,Aventure et randonnée,Point de vue coucher de soleil,-25.05,46.9833,Zone sommet Pic Saint-Louis,Moyen,2.0,5000,1.0,Mai à novembre,4.5,170,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298283-d614303-Reviews-Pic_Saint_Louis_Sunset-Madagascar.html,Spot idéal pour coucher de soleil sur l’océan,Voiture + randonnée,Soleil intense,6
332,Plage Libanona (zone baignade),Anosy,Taolagnaro,Plages et littoral,Zone baignade plage Libanona,-25.0318,46.9993,Zone baignade Libanona,Facile,2.5,0,0.0,Mai à novembre,4.4,240,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/libanona-beach,Zone calme pour baignade sur la plage urbaine,Marche ou taxi local,Aucune,6
333,Rivière Onilahy (zone villages),Atsimo-Andrefana,Betioky Sud,Culture et histoire,Villages riverains Onilahy,-21.6667,45.1667,Villages le long de l’Onilahy,Facile,1.5,0,0.0,Avril à décembre,4.3,100,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/onilahy-villages,Rencontres avec communautés riveraines,Voiture + pirogue,Aucune,6
334,Oasis Amboasary Sud (zone marché),Anosy,Amboasary Sud,Artisanat et marchés,Marché local oasis,-25.0333,46.3833,Marché Amboasary Sud,Facile,2.0,8000,1.6,Mai à octobre,4.2,70,SafariBookings,https://www.safaribookings.com/blog/amboasary-market,Marché local avec produits oasis et artisanat,Voiture depuis Taolagnaro,Chaleur,6
335,Mines Ilakaka (zone tri),Ihorombe,Ilakaka,Culture et histoire,Zones tri et commerce saphirs,-22.7667,45.2333,Zone tri des saphirs Ilakaka,Facile,1.5,0,0.0,Toute l'année,4.1,130,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/ilakaka-sapphire-trade,Zones de tri et commerce des saphirs artisanaux,Voiture + guide local,Sécurité minière,6
336,Forêt Mikea (zone flore),Atsimo-Andrefana,Manja,Nature et parcs nationaux,Plantes endémiques Mikea,-22.5,43.5,Zone flore de la forêt Mikea,Moyen,8.0,25000,5.0,Avril à décembre,4.5,90,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/mikea-flora,Zone riche en plantes endémiques de la forêt épineuse,4x4 + guide,Accès difficile,1
337,Tsimanampetsotsa (zone grotte),Atsimo-Andrefana,Betioky Sud,Géologie et paysages,Grottes Tsimanampetsotsa,-24.1,43.75,Zone grottes du parc,Moyen,8.0,20000,4.0,Avril à décembre,4.6,200,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298288-d614304-Reviews-Tsimanampetsotse_Caves-Madagascar.html,Grottes calcaires dans le parc Tsimanampetsotsa,4x4 depuis Toliara,Chaleur extrême,1
338,Beza-Mahafaly (zone Parcelle 4),Atsimo-Andrefana,Betioky Sud,Observation animalière,"Parcelle 4, Oiseaux, Reptiles",-23.65,44.6333,Parcelle 4 de Beza-Mahafaly,Moyen,4.0,15000,3.0,Avril à décembre,4.5,100,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/beza-mahafaly,Zone supplémentaire pour oiseaux et reptiles,Voiture + guide,Aucune,1
339,Plage Lokaro (zone mangrove),Analanjirofo,Foulpointe,Nature et parcs nationaux,Mangroves Lokaro,-17.1,49.9833,Zone mangrove Lokaro,Facile,4.0,20000,4.0,Mai à octobre,4.6,170,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/lokaro-mangroves,Zone mangrove près de la plage Lokaro,Bateau depuis Foulpointe,Insectes,0
340,Lac Anony (zone observation),Anosy,Amboasary Sud,Observation animalière,Observation oiseaux lac Anony,-25.0833,46.95,Zone observation lac Anony,Facile,1.5,0,0.0,Mai à novembre,4.4,120,SafariBookings,https://www.safaribookings.com/blog/lac-anony-birdwatching,Spot observation oiseaux sur lac salé,Voiture depuis Taolagnaro,Soleil intense,6
341,Andringitra (zone rivières),Haute Matsiatra,Ambalavao,Nature et parcs nationaux,Rivières Andringitra,-22.2,46.8833,Zone rivières du massif,Moyen,8.0,30000,6.0,Avril à novembre,4.7,240,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298278-d614305-Reviews-Andringitra_Rivers-Madagascar.html,Rivières et gorges dans le massif granitique,Voiture + randonnée,Randonnée physique,3
342,Anja (zone lémuriens),Haute Matsiatra,Ambalavao,Observation animalière,Troupeaux lémuriens catta,-21.8333,46.9333,Zone lémuriens Anja,Facile,2.5,10000,2.0,Mai à octobre,4.8,2100,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/anja-lemurs,Troupeaux de lémuriens catta très proches des visiteurs,Voiture depuis Ambalavao,Aucune,5
343,Train FCE (zone forêt),Haute Matsiatra,Fianarantsoa,Nature et parcs nationaux,Forêt vue depuis train,-21.4536,47.0858,Zone forêt sur trajet FCE,Facile,1.5,0,0.0,Mai à octobre,4.5,350,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/fce-forest,Passage à travers forêt tropicale depuis le train,Train,Retards possibles,2
344,Sources thermales Antsirabe (zone extérieur),Vakinankaratra,Antsirabe,Thermalisme et bien-être,Bains extérieurs thermaux,-19.8667,47.0333,Zone bains extérieurs Antsirabe,Facile,4.0,8000,1.6,Toute l'année,4.3,260,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298279-d614306-Reviews-Open_Air_Thermal_Baths-Antsirabe_Antananarivo_Province.html,Bains thermaux en plein air naturels,Taxi ou marche,Aucune,2
345,Lac Andraikiba (zone observation),Vakinankaratra,Antsirabe,Nature et parcs nationaux,Observation oiseaux lac,-19.9167,47.0667,Zone oiseaux Andraikiba,Facile,2.5,0,0.0,Avril à novembre,4.4,180,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/andraikiba-lake,Observation oiseaux autour du lac de cratère,Voiture ou taxi,Aucune,2
346,Betafo (zone rizières supérieures),Vakinankaratra,Betafo,Culture et histoire,Rizières supérieures Betafo,-19.8333,46.85,Zone haute rizières Betafo,Facile,2.5,0,0.0,Toute l'année,4.5,250,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/betafo-upper-rice,Rizières en terrasses hautes classées UNESCO,Voiture ou taxi,Aucune,2
347,Lac Itasy (zone villages),Itasy,Arivonimamo,Culture et histoire,Villages autour du lac,-19.0667,46.7833,Villages lac Itasy,Facile,4.0,0,0.0,Avril à novembre,4.3,130,SafariBookings,https://www.safaribookings.com/blog/lac-itasy-villages,Villages traditionnels autour du lac volcanique,Voiture ou pirogue,Aucune,2
348,Chute de la Lily (zone inférieure),Itasy,Arivonimamo,Nature et parcs nationaux,Partie basse cascade,-19.0333,46.8,Zone basse Lily,Facile,1.5,5000,1.0,Avril à novembre,4.4,100,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/lily-falls,Partie inférieure de la cascade avec bassin,Voiture + courte marche,Sentier glissant,2
349,Massif Tsaratanana (zone base nord),Betsiboka,Bealanana,Aventure et randonnée,Base nord ascension,-16.7833,47.65,Zone nord Tsaratanana,Difficile,,40000,8.0,Avril à novembre,4.8,50,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/tsaratanana-north,Zone départ nord pour ascension Maromokotro,Expédition guidée,Altitude élevée,4
350,Pic Saint-Louis (zone randonnée facile),Anosy,Taolagnaro,Aventure et randonnée,Sentier facile vers vue,-25.05,46.9833,Sentier facile Pic Saint-Louis,Facile,1.5,5000,1.0,Mai à novembre,4.5,150,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298283-d614307-Reviews-Easy_Trail_Pic_Saint_Louis-Madagascar.html,Sentier accessible pour vue panoramique,Voiture + randonnée,Soleil intense,6
351,Plage Libanona (zone sud),Anosy,Taolagnaro,Plages et littoral,Zone sud plage Libanona,-25.0318,46.9993,Sud de Libanona,Facile,2.5,0,0.0,Mai à novembre,4.4,220,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/libanona-beach,Extension sud de la plage urbaine,Marche ou taxi local,Aucune,6
352,Rivière Onilahy (zone ponts),Atsimo-Andrefana,Betioky Sud,Géologie et paysages,Ponts naturels Onilahy,-21.6667,45.1667,Zone ponts Onilahy,Moyen,1.5,0,0.0,Avril à décembre,4.3,90,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/onilahy-bridges,Ponts naturels formés par le fleuve,Voiture + pirogue,Courants,6
353,Oasis Amboasary Sud (zone artisanat),Anosy,Amboasary Sud,Artisanat et marchés,Artisanat oasis,-25.0333,46.3833,Zone artisanat oasis,Facile,2.0,8000,1.6,Mai à octobre,4.2,70,SafariBookings,https://www.safaribookings.com/blog/amboasary-crafts,Artisanat local dans l’oasis,Voiture depuis Taolagnaro,Chaleur,6
354,Mines Ilakaka (zone village minier),Ihorombe,Ilakaka,Culture et histoire,Village minier Ilakaka,-22.7667,45.2333,Village autour des mines,Facile,1.5,0,0.0,Toute l'année,4.1,120,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/ilakaka-village,Village minier animé par l’extraction de saphirs,Voiture + guide local,Sécurité minière,6
355,Forêt Mikea (zone chasse),Atsimo-Andrefana,Manja,Culture et histoire,Chasse traditionnelle Mikea,-22.5,43.5,Zone chasse Mikea,Moyen,8.0,25000,5.0,Avril à décembre,4.5,80,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/mikea-hunting,Zone où observer pratiques de chasse traditionnelle,4x4 + guide,Accès difficile,1
356,Tsimanampetsotsa (zone observation tortues),Atsimo-Andrefana,Betioky Sud,Observation animalière,Tortues radiées Tsimanampetsotsa,-24.1,43.75,Zone tortues du parc,Moyen,8.0,20000,4.0,Avril à décembre,4.6,190,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298288-d614308-Reviews-Tsimanampetsotse_Tortoises-Madagascar.html,Observation tortues radiées endémiques,4x4 depuis Toliara,Chaleur extrême,1
357,Beza-Mahafaly (zone Parcelle 5),Atsimo-Andrefana,Betioky Sud,Observation animalière,"Parcelle 5, Faune nocturne",-23.65,44.6333,Parcelle 5 de Beza-Mahafaly,Moyen,4.0,15000,3.0,Avril à décembre,4.5,90,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/beza-mahafaly,Zone pour observation nocturne de faune,Voiture + guide,Aucune,1
358,Plage Lokaro (zone excursion complète),Analanjirofo,Foulpointe,Plages et littoral,Excursion journée entière Lokaro,-17.1,49.9833,Lokaro complet,Facile,8.0,30000,6.0,Mai à octobre,4.6,160,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/lokaro-excursion,Excursion complète avec plage et mangrove,Bateau depuis Foulpointe,Aucune,0
359,Lac Anony (zone lagune),Anosy,Amboasary Sud,Nature et parcs nationaux,"Lagune Anony, Oiseaux",-25.0833,46.95,Zone lagune lac Anony,Facile,1.5,0,0.0,Mai à novembre,4.4,110,SafariBookings,https://www.safaribookings.com/blog/lac-anony-lagoon,Lagune reliant lac et mer avec oiseaux,Voiture depuis Taolagnaro,Soleil intense,6
360,Andringitra (zone faune),Haute Matsiatra,Ambalavao,Observation animalière,"Lémuriens, Oiseaux Andringitra",-22.2,46.8833,Zone faune Andringitra,Moyen,8.0,30000,6.0,Avril à novembre,4.7,220,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298278-d614309-Reviews-Andringitra_Fauna-Madagascar.html,Observation faune dans le massif granitique,Voiture + randonnée,Randonnée physique,3
361,Anja (zone rochers supérieurs),Haute Matsiatra,Ambalavao,Géologie et paysages,Rochers supérieurs Anja,-21.8333,46.9333,Zone haute rochers Anja,Moyen,2.5,10000,2.0,Mai à octobre,4.7,600,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/anja-upper-rocks,Rochers supérieurs avec vue et lémuriens,Voiture depuis Ambalavao,Aucune,5
362,Train FCE (zone cascades),Haute Matsiatra,Fianarantsoa,Nature et parcs nationaux,Cascades vues depuis train,-21.4536,47.0858,Zone cascades FCE,Facile,1.5,0,0.0,Mai à octobre,4.5,320,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/fce-cascades,Cascades visibles depuis le trajet ferroviaire,Train,Retards possibles,2
363,Sources thermales Antsirabe (zone naturelle),Vakinankaratra,Antsirabe,Thermalisme et bien-être,Sources naturelles brutes,-19.8667,47.0333,Zone sources brutes Antsirabe,Facile,4.0,5000,1.0,Toute l'année,4.3,240,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298279-d614310-Reviews-Natural_Thermal_Springs-Antsirabe_Antananarivo_Province.html,Sources thermales naturelles sans aménagement,Taxi ou marche,Aucune,2
364,Lac Andraikiba (zone forêt),Vakinankaratra,Antsirabe,Nature et parcs nationaux,Forêt autour du lac,-19.9167,47.0667,Zone forêt Andraikiba,Facile,2.5,0,0.0,Avril à novembre,4.4,170,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/andraikiba-forest,Forêt environnante du lac de cratère,Voiture ou taxi,Aucune,2
365,Betafo (zone village bas),Vakinankaratra,Betafo,Culture et histoire,Village bas Betafo,-19.8333,46.85,Zone basse Betafo,Facile,2.5,0,0.0,Toute l'année,4.5,230,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/betafo-lower-village,Partie basse du village avec rizières,Voiture ou taxi,Aucune,2
366,Lac Itasy (zone observation volcan),Itasy,Arivonimamo,Géologie et paysages,Volcans vus depuis lac,-19.0667,46.7833,Zone volcan Itasy,Facile,4.0,0,0.0,Avril à novembre,4.3,120,SafariBookings,https://www.safaribookings.com/blog/lac-itasy-volcano-view,Vue sur volcans éteints depuis le lac,Voiture ou pirogue,Aucune,2
367,Chute de la Lily (zone bassin),Itasy,Arivonimamo,Nature et parcs nationaux,Bassin baignade Lily,-19.0333,46.8,Zone bassin chute Lily,Facile,1.5,5000,1.0,Avril à novembre,4.4,90,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/lily-basin,Bassin naturel pour baignade sous la chute,Voiture + courte marche,Sentier glissant,2
368,Massif Tsaratanana (zone campement),Betsiboka,Bealanana,Aventure et randonnée,Zone campement Tsaratanana,-16.7833,47.65,Zone campement massif,Difficile,,40000,8.0,Avril à novembre,4.8,40,Lonely Planet,https://www.lonelyplanet.com/madagascar/attractions/tsaratanana-camps,Zone campement pour expéditions multi-jours,Expédition guidée,Altitude élevée,4
369,Pic Saint-Louis (zone faune),Anosy,Taolagnaro,Observation animalière,"Oiseaux, Caméléons Pic Saint-Louis",-25.05,46.9833,Zone faune Pic Saint-Louis,Moyen,2.0,5000,1.0,Mai à novembre,4.5,140,TripAdvisor,https://www.tripadvisor.com/Attraction_Review-g298283-d614311-Reviews-Pic_Saint_Louis_Fauna-Madagascar.html,Observation oiseaux et caméléons sur le sentier,Voiture + randonnée,Soleil intense,6
370,Plage Libanona (zone pêche),Anosy,Taolagnaro,Plages et littoral,Zone pêche plage Libanona,-25.0318,46.9993,Zone pêche Libanona,Facile,2.5,0,0.0,Mai à novembre,4.4,200,Audley Travel,https://www.audleytravel.com/madagascar/places-to-go/libanona-fishing,Zone pêche locale sur la plage urbaine,Marche ou taxi local,Aucune,6
371,Ambalabongo Canyon,Boeny,Marovoay,Géologie et paysages,"Canyon rouge, Érosion fluviale",-16.1,46.6,"Près de Marovoay, ouest",Moyen,1.5,0,0.0,Mai à octobre,4.3,80,Atlas Obscura,https://www.atlasobscura.com/places/ambalabongo-canyon,Canyon avec falaises rouges sculptées par l'érosion,Voiture ou 4x4,Soleil intense,2
372,Aven Cave,Atsimo-Andrefana,Toliara,Aventure et randonnée,"Cave sous-marine, Fossiles",-23.35,43.65,"Près de Toliara, sud-ouest",Difficile,8.0,20000,4.0,Avril à décembre,4.5,120,Atlas Obscura,https://www.atlasobscura.com/places/aven-cave,Cave sous-marine avec plus grand cimetière fossiles,Bateau + équipement spéléo,Accès subaquatique,1
373,Mad Zebu (restaurant),Haute Matsiatra,Fianarantsoa,Gastronomie et vignobles,"Cuisine malgache, Dégustation locale",-21.45,47.08,Centre Fianarantsoa,Facile,1.5,25000,5.0,Toute l'année,4.7,400,Beyond the Bucketlist,https://beyondthebucketlist.co/mad-zebu-restaurant-madagascar,Restaurant renommé pour cuisine malgache exceptionnelle,Taxi ou marche,Aucune,3
374,Manja to Morondava Road,Menabe,Manja,Aventure et randonnée,"Route off-road, Paysages ruraux",-20.8,44.2,Route entre Manja et Morondava,Difficile,8.0,0,0.0,Mai à octobre,4.4,150,Helen in Wonderlust,https://www.heleninwonderlust.co.uk/manja-morondava-road-madagascar,Route aventureuse traversant paysages sauvages,4x4 ou taxi-brousse,Route poussiéreuse,1
375,Antananarivo Cultural Immersion,Analamanga,Antananarivo,Culture et histoire,"Marchés, Cuisine urbaine",-18.91,47.53,Quartiers centraux Tana,Facile,4.0,0,0.0,Mai à octobre,4.5,600,Beyond the Bucketlist,https://beyondthebucketlist.co/antananarivo-culture-madagascar,Immersion dans culture et histoire de la capitale,Taxi ou marche,Foule urbaine,2
376,Ampefy (volcanic area),Itasy,Ampefy,Géologie et paysages,"Chutes, Geysers, Volcans éteints",-19.0,46.75,Région Ampefy,Moyen,8.0,10000,2.0,Avril à novembre,4.4,200,Responsible Travel,https://www.responsibletravel.com/holidays/madagascar/travel-guide/ampefy,Zone volcanique avec chutes et geysers,Voiture depuis Antananarivo,Sentiers escarpés,3
377,Lake Anosy,Analamanga,Antananarivo,Volcanisme et lacs,"Lac coeur, Monument aux morts",-18.93,47.53,Centre Antananarivo,Facile,0.5,0,0.0,Mai à octobre,4.2,350,Cedarberg Travel,https://www.cedarberg-travel.com/lake-anosy-antananarivo,Lac artificiel en forme de coeur avec monument central,Marche ou taxi,Aucune,2
378,Tsimbazaza Zoo,Analamanga,Antananarivo,Observation animalière,"Jardin botanique, Zoo historique",-18.93,47.53,Près du lac Anosy,Facile,2.5,8000,1.6,Mai à octobre,4.0,250,Rhino Africa,https://www.rhinoafrica.com/en/destinations/madagascar/tsimbazaza-zoo,Zoo et jardin botanique avec faune et flore malgache,Taxi,Aucune,2
379,Ambohidrapeto Hill,Analamanga,Antananarivo,Culture et histoire,"Colline sacrée, Vues panoramiques",-19.0,47.55,Banlieue sud Tana,Facile,1.5,0,0.0,Mai à octobre,4.3,100,Undiscovered Destinations,https://undiscovered-destinations.com/blog/ambohidrapeto-madagascar,Colline sacrée avec vues sur la capitale,Taxi,Aucune,2
380,Lac Masay,Analamanga,Antananarivo,Volcanisme et lacs,"Lac sacré, Pêche locale",-19.0,47.55,Sud d'Antananarivo,Facile,4.0,0,0.0,Avril à novembre,4.1,80,Adventure Life,https://www.adventure-life.com/madagascar/articles/lac-masay,Lac sacré entouré de légendes et pêche,Voiture,Aucune,2
381,Colline d'Ambohidrapeto,Analamanga,Antananarivo,Culture et histoire,"Site historique, Vues",-19.0,47.55,Banlieue sud,Facile,1.5,0,0.0,Mai à octobre,4.3,90,Tripzaza,https://www.tripzaza.com/en/destinations/ambohidrapeto-hill-madagascar,Colline historique avec vues panoramiques sur Tana,Taxi,Aucune,2
